,symbol,companyName,sectorKey,industryKey
3157,DDOG,"Datadog, Inc.",technology,software-application
3158,DEFT,DeFi Technologies Inc.,financial-services,capital-markets
3159,DENN,Denny's Corporation,consumer-cyclical,restaurants
3160,DERM,Journey Medical Corporation,healthcare,drug-manufacturers-specialty-generic
3161,DEVS,DevvStream Corp.,industrials,pollution-treatment-controls
3162,DFDV,DeFi Development Corp.,technology,software-infrastructure
3163,DFLI,Dragonfly Energy Holdings Corp.,industrials,electrical-equipment-parts
3164,DGII,Digi International Inc.,technology,communication-equipment
3165,DGLY,"Digital Ally, Inc.",communication-services,internet-content-information
3166,DGNX,Diginex Limited,industrials,consulting-services
3167,DGXX,Digi Power X Inc.,utilities,utilities-independent-power-producers
3168,DH,Definitive Healthcare Corp.,healthcare,health-information-services
3169,DHAI,"DIH Holding US, Inc.",healthcare,medical-devices
3170,DHC,Diversified Healthcare Trust,real-estate,reit-healthcare-facilities
3171,DHIL,"Diamond Hill Investment Group, Inc.",financial-services,asset-management
3172,DIBS,"1stdibs.Com, Inc.",consumer-cyclical,internet-retail
3173,DIOD,Diodes Incorporated,technology,semiconductors
3174,DIST,Distoken Acquisition Corporation,financial-services,shell-companies
3175,DJCO,Daily Journal Corporation,technology,software-application
3176,DJT,Trump Media & Technology Group Corp.,communication-services,internet-content-information
3177,DKNG,DraftKings Inc.,consumer-cyclical,gambling
3178,DLHC,DLH Holdings Corp.,industrials,specialty-business-services
3179,DLO,DLocal Limited,technology,software-infrastructure
3180,DLPN,"Dolphin Entertainment, Inc.",communication-services,advertising-agencies
3181,DLTH,Duluth Holdings Inc.,consumer-cyclical,apparel-retail
3182,DLTR,"Dollar Tree, Inc.",consumer-defensive,discount-stores
3183,DMAA,Drugs Made In America Acquisition Corp.,financial-services,shell-companies
3184,DMAC,DiaMedica Therapeutics Inc.,healthcare,biotechnology
3185,DMLP,"Dorchester Minerals, L.P.",energy,oil-gas-e-p
3186,DMRC,Digimarc Corporation,technology,software-application
3187,DNLI,Denali Therapeutics Inc.,healthcare,biotechnology
3188,DNTH,"Dianthus Therapeutics, Inc.",healthcare,biotechnology
3189,DNUT,"Krispy Kreme, Inc.",consumer-defensive,grocery-stores
3190,DOCU,"DocuSign, Inc.",technology,software-application
3191,DOGZ,Dogness (International) Corporation,consumer-cyclical,leisure
3192,DOMH,Dominari Holdings Inc.,financial-services,capital-markets
3193,DOMO,"Domo, Inc.",technology,software-application
3194,DOOO,BRP Inc.,consumer-cyclical,recreational-vehicles
3195,DORM,"Dorman Products, Inc.",consumer-cyclical,auto-parts
3196,DOX,Amdocs Limited,technology,software-infrastructure
3197,DOYU,DouYu International Holdings Limited,communication-services,internet-content-information
3198,DPRO,Draganfly Inc.,industrials,aerospace-defense
3199,DPZ,"Domino's Pizza, Inc.",consumer-cyclical,restaurants
3200,DRCT,"Direct Digital Holdings, Inc.",communication-services,advertising-agencies
3201,DRDB,Roman DBDR Acquisition Corp. II,financial-services,shell-companies
3202,DRIO,DarioHealth Corp.,healthcare,health-information-services
3203,DRMA,"Dermata Therapeutics, Inc.",healthcare,biotechnology
3204,DRRX,DURECT Corporation,healthcare,drug-manufacturers-specialty-generic
3205,DRS,"Leonardo DRS, Inc.",industrials,aerospace-defense
3206,DRTS,Alpha Tau Medical Ltd.,healthcare,biotechnology
3207,DRUG,Bright Minds Biosciences Inc.,healthcare,biotechnology
3208,DRVN,Driven Brands Holdings Inc.,consumer-cyclical,auto-truck-dealerships
3209,DSGN,"Design Therapeutics, Inc.",healthcare,biotechnology
3210,DSGR,"Distribution Solutions Group, Inc.",industrials,industrial-distribution
3211,DSGX,The Descartes Systems Group Inc.,technology,software-application
3212,DSP,Viant Technology Inc.,technology,software-application
3213,DSWL,"Deswell Industries, Inc.",technology,electronic-components
3214,DSY,Big Tree Cloud Holdings Limited,consumer-defensive,household-personal-products
3215,DTCK,Davis Commodities Limited,consumer-defensive,farm-products
3216,DTI,Drilling Tools International Corporation,energy,oil-gas-equipment-services
3217,DTIL,"Precision BioSciences, Inc.",healthcare,biotechnology
3218,DTSQ,DT Cloud Star Acquisition Corporation,financial-services,shell-companies
3219,DTSS,Datasea Inc.,technology,software-infrastructure
3220,DTST,Data Storage Corporation,technology,information-technology-services
3221,DUO,Fangdd Network Group Ltd.,real-estate,real-estate-services
3222,DUOL,"Duolingo, Inc.",technology,software-application
3223,DUOT,"Duos Technologies Group, Inc.",technology,software-application
3224,DVAX,Dynavax Technologies Corporation,healthcare,drug-manufacturers-specialty-generic
3225,DVLT,Datavault AI Inc.,technology,software-infrastructure
3226,DWSN,Dawson Geophysical Company,energy,oil-gas-equipment-services
3227,DWTX,"Dogwood Therapeutics, Inc.",healthcare,biotechnology
3228,DXCM,"DexCom, Inc.",healthcare,medical-devices
3229,DXLG,"Destination XL Group, Inc.",consumer-cyclical,apparel-retail
3230,DXPE,"DXP Enterprises, Inc.",industrials,industrial-distribution
3231,DXR,Daxor Corporation,healthcare,medical-instruments-supplies
3232,DXST,Decent Holding Inc.,industrials,waste-management
3233,DYAI,"Dyadic International, Inc.",healthcare,biotechnology
3234,DYCQ,DT Cloud Acquisition Corporation,financial-services,shell-companies
3235,DYN,"Dyne Therapeutics, Inc.",healthcare,biotechnology
3236,DYNX,Dynamix Corporation,financial-services,shell-companies
3237,EA,Electronic Arts Inc.,communication-services,electronic-gaming-multimedia
3238,EBAY,eBay Inc.,consumer-cyclical,internet-retail
3239,EBC,"Eastern Bankshares, Inc.",financial-services,banks-regional
3240,EBMT,"Eagle Bancorp Montana, Inc.",financial-services,banks-regional
3241,EBON,Ebang International Holdings Inc.,technology,computer-hardware
3242,EBTC,"Enterprise Bancorp, Inc.",financial-services,banks-regional
3243,ECBK,"ECB Bancorp, Inc.",financial-services,banks-regional
3244,ECDA,"ECD Automotive Design, Inc.",consumer-cyclical,auto-manufacturers
3245,ECOR,"electroCore, Inc.",healthcare,medical-devices
3246,ECPG,"Encore Capital Group, Inc.",financial-services,credit-services
3247,ECX,ECARX Holdings Inc.,consumer-cyclical,auto-parts
3248,EDAP,EDAP TMS S.A.,healthcare,medical-distribution
3249,EDBL,Edible Garden AG Incorporated,consumer-defensive,farm-products
3250,EDHL,Everbright Digital Holding Limited,communication-services,advertising-agencies
3251,EDIT,"Editas Medicine, Inc.",healthcare,biotechnology
3252,EDRY,EuroDry Ltd.,industrials,marine-shipping
3253,EDSA,"Edesa Biotech, Inc.",healthcare,biotechnology
3254,EDTK,Skillful Craftsman Education Technology Limited,consumer-defensive,education-training-services
3255,EDUC,Educational Development Corporation,communication-services,publishing
3256,EEFT,"Euronet Worldwide, Inc.",technology,software-infrastructure
3257,EEIQ,EpicQuest Education Group International Limited,consumer-defensive,education-training-services
3258,EFOI,"Energy Focus, Inc.",consumer-cyclical,furnishings-fixtures-appliances
3259,EFSC,Enterprise Financial Services Corp,financial-services,banks-regional
3260,EFSI,"Eagle Financial Services, Inc.",financial-services,banks-regional
3261,EGAN,eGain Corporation,technology,software-application
3262,EH,EHang Holdings Limited,industrials,aerospace-defense
3263,EHGO,Eshallgo Inc.,industrials,business-equipment-supplies
3264,EHLD,Euroholdings Ltd.,industrials,marine-shipping
3265,EHTH,"eHealth, Inc.",financial-services,insurance-brokers
3266,EJH,E-Home Household Service Holdings Limited,consumer-cyclical,personal-services
3267,EKSO,"Ekso Bionics Holdings, Inc.",healthcare,medical-instruments-supplies
3268,ELAB,PMGC Holdings Inc.,healthcare,biotechnology
3269,ELBM,Electra Battery Materials Corporation,basic-materials,other-industrial-metals-mining
3270,ELDN,"Eledon Pharmaceuticals, Inc.",healthcare,biotechnology
3271,ELEV,"Elevation Oncology, Inc.",healthcare,biotechnology
3272,ELPW,Elong Power Holding Limited,N/A,N/A
3273,ELSE,"Electro-Sensors, Inc.",technology,scientific-technical-instruments
3274,ELTK,Eltek Ltd.,technology,electronic-components
3275,ELTX,"Elicio Therapeutics, Inc.",healthcare,biotechnology
3276,ELUT,Elutia Inc.,healthcare,medical-devices
3277,ELVA,Electrovaya Inc.,industrials,electrical-equipment-parts
3278,ELVN,"Enliven Therapeutics, Inc.",healthcare,biotechnology
3279,ELWS,"Earlyworks Co., Ltd",technology,software-application
3280,EM,Smart Share Global Limited,consumer-cyclical,personal-services
3281,EMBC,Embecta Corp.,healthcare,medical-instruments-supplies
3282,EMCG,Embrace Change Acquisition Corp.,financial-services,shell-companies
3283,EML,The Eastern Company,industrials,tools-accessories
3284,ENGN,enGene Holdings Inc.,healthcare,biotechnology
3285,ENGS,Energys Group Limited,industrials,waste-management
3286,ENLT,Enlight Renewable Energy Ltd,utilities,utilities-renewable
3287,ENLV,Enlivex Therapeutics Ltd.,healthcare,biotechnology
3288,ENPH,"Enphase Energy, Inc.",technology,solar
3289,ENSC,"Ensysce Biosciences, Inc.",healthcare,biotechnology
3290,ENSG,"The Ensign Group, Inc.",healthcare,medical-care-facilities
3291,ENTA,"Enanta Pharmaceuticals, Inc.",healthcare,biotechnology
3292,ENTG,"Entegris, Inc.",technology,semiconductor-equipment-materials
3293,ENTO,"Entero Therapeutics, Inc.",healthcare,biotechnology
3294,ENTX,Entera Bio Ltd.,healthcare,biotechnology
3295,ENVB,"Enveric Biosciences, Inc.",healthcare,biotechnology
3296,ENVX,Enovix Corporation,industrials,electrical-equipment-parts
3297,EOLS,"Evolus, Inc.",healthcare,drug-manufacturers-specialty-generic
3298,EOSE,"Eos Energy Enterprises, Inc.",industrials,electrical-equipment-parts
3299,EPIX,ESSA Pharma Inc.,healthcare,biotechnology
3300,EPOW,"Sunrise New Energy Co., Ltd.",industrials,electrical-equipment-parts
3301,EPRX,Eupraxia Pharmaceuticals Inc.,healthcare,biotechnology
3302,EPSM,Epsium Enterprise Limited,consumer-defensive,beverages-wineries-distilleries
3303,EPSN,Epsilon Energy Ltd.,energy,oil-gas-e-p
3304,EPWK,EPWK Holdings Ltd.,technology,software-application
3305,EQ,"Equillium, Inc.",healthcare,biotechnology
3306,EQIX,"Equinix, Inc.",real-estate,reit-specialty
3307,ERAS,"Erasca, Inc.",healthcare,biotechnology
3308,ERIC,Telefonaktiebolaget LM Ericsson (publ),technology,communication-equipment
3309,ERIE,Erie Indemnity Company,financial-services,insurance-brokers
3310,ERII,"Energy Recovery, Inc.",industrials,pollution-treatment-controls
3311,ERNA,Ernexa Therapeutics Inc.,healthcare,biotechnology
3312,ESCA,"Escalade, Incorporated",consumer-cyclical,leisure
3313,ESEA,Euroseas Ltd.,industrials,marine-shipping
3314,ESGL,ESGL Holdings Limited,industrials,waste-management
3315,ESGR,Enstar Group Limited,financial-services,insurance-diversified
3316,ESHA,ESH Acquisition Corp.,financial-services,shell-companies
3317,ESLA,"Estrella Immunopharma, Inc.",healthcare,biotechnology
3318,ESLT,Elbit Systems Ltd.,industrials,aerospace-defense
3319,ESOA,Energy Services of America Corporation,industrials,engineering-construction
3320,ESPR,"Esperion Therapeutics, Inc.",healthcare,drug-manufacturers-specialty-generic
3321,ESQ,"Esquire Financial Holdings, Inc.",financial-services,banks-regional
3322,ESSA,"ESSA Bancorp, Inc.",financial-services,banks-regional
3323,ESTA,Establishment Labs Holdings Inc.,healthcare,medical-devices
3324,ETNB,"89bio, Inc.",healthcare,biotechnology
3325,ETON,"Eton Pharmaceuticals, Inc.",healthcare,drug-manufacturers-specialty-generic
3326,ETOR,eToro Group Ltd.,financial-services,capital-markets
3327,ETSY,"Etsy, Inc.",consumer-cyclical,internet-retail
3328,EU,enCore Energy Corp.,energy,uranium
3329,EUDA,EUDA Health Holdings Limited,healthcare,health-information-services
3330,EURK,Eureka Acquisition Corp,financial-services,shell-companies
3331,EVAX,Evaxion A/S,healthcare,biotechnology
3332,EVCM,EverCommerce Inc.,technology,software-infrastructure
3333,EVER,"EverQuote, Inc.",communication-services,internet-content-information
3334,EVGN,Evogene Ltd.,healthcare,biotechnology
3335,EVGO,"EVgo, Inc.",consumer-cyclical,specialty-retail
3336,EVLV,"Evolv Technologies Holdings, Inc.",industrials,security-protection-services
3337,EVO,Evotec SE,healthcare,drug-manufacturers-specialty-generic
3338,EVOK,"Evoke Pharma, Inc.",healthcare,drug-manufacturers-specialty-generic
3339,EVRG,"Evergy, Inc.",utilities,utilities-regulated-electric
3340,EVTV,"Envirotech Vehicles, Inc.",consumer-cyclical,auto-manufacturers
3341,EWBC,"East West Bancorp, Inc.",financial-services,banks-regional
3342,EWCZ,"European Wax Center, Inc.",consumer-defensive,household-personal-products
3343,EWTX,"Edgewise Therapeutics, Inc.",healthcare,biotechnology
3344,EXAS,Exact Sciences Corporation,healthcare,diagnostics-research
3345,EXC,Exelon Corporation,utilities,utilities-regulated-electric
3346,EXE,Expand Energy Corporation,energy,oil-gas-e-p
3347,EXEL,"Exelixis, Inc.",healthcare,biotechnology
3348,EXFY,"Expensify, Inc.",technology,software-application
3349,EXLS,"ExlService Holdings, Inc.",technology,information-technology-services
3350,EXOZ,"eXoZymes, Inc.",healthcare,biotechnology
3351,EXPE,"Expedia Group, Inc.",consumer-cyclical,travel-services
3352,EXPI,"eXp World Holdings, Inc.",real-estate,real-estate-services
3353,EXPO,"Exponent, Inc.",industrials,engineering-construction
3354,EXTR,"Extreme Networks, Inc.",technology,communication-equipment
3355,EYE,"National Vision Holdings, Inc.",consumer-cyclical,specialty-retail
3356,EYEN,"Eyenovia, Inc.",healthcare,biotechnology
3357,EYPT,"EyePoint Pharmaceuticals, Inc.",healthcare,biotechnology
3358,EZGO,EZGO Technologies Ltd.,consumer-cyclical,recreational-vehicles
3359,EZPW,"EZCORP, Inc.",financial-services,credit-services
3360,FA,First Advantage Corporation,industrials,specialty-business-services
3361,FAAS,DigiAsia Corp.,technology,software-infrastructure
3362,FACT,FACT II Acquisition Corp,N/A,N/A
3363,FAMI,"Farmmi, Inc.",consumer-defensive,packaged-foods
3364,FANG,"Diamondback Energy, Inc.",energy,oil-gas-e-p
3365,FARM,Farmer Bros. Co.,consumer-defensive,packaged-foods
3366,FARO,"FARO Technologies, Inc.",technology,scientific-technical-instruments
3367,FAST,Fastenal Company,industrials,industrial-distribution
3368,FAT,FAT Brands Inc.,consumer-cyclical,restaurants
3369,FATE,"Fate Therapeutics, Inc.",healthcare,biotechnology
3370,FATN,"FatPipe, Inc.",technology,software-infrastructure
3371,FBGL,FBS Global Limited,industrials,engineering-construction
3372,FBIO,"Fortress Biotech, Inc.",healthcare,biotechnology
3373,FBIZ,"First Business Financial Services, Inc.",financial-services,banks-regional
3374,FBLA,"FB Bancorp, Inc.",financial-services,banks-regional
3375,FBLG,"FibroBiologics, Inc.",healthcare,biotechnology
3376,FBNC,First Bancorp,financial-services,banks-regional
3377,FBRX,"Forte Biosciences, Inc.",healthcare,biotechnology
3378,FBYD,"Falcon's Beyond Global, Inc.",industrials,conglomerates
3379,FCAP,"First Capital, Inc.",financial-services,banks-regional
3380,FCBC,"First Community Bankshares, Inc.",financial-services,banks-regional
3381,FCCO,First Community Corporation,financial-services,banks-regional
3382,FCEL,"FuelCell Energy, Inc.",industrials,electrical-equipment-parts
3383,FCFS,"FirstCash Holdings, Inc.",financial-services,credit-services
3384,FCUV,Focus Universal Inc.,technology,scientific-technical-instruments
3385,FDBC,"Fidelity D & D Bancorp, Inc.",financial-services,banks-regional
3386,FDMT,"4D Molecular Therapeutics, Inc.",healthcare,biotechnology
3387,FDSB,"Fifth District Bancorp, Inc.",financial-services,banks-regional
3388,FDUS,Fidus Investment Corporation,financial-services,asset-management
3389,FEAM,"5E Advanced Materials, Inc.",basic-materials,specialty-chemicals
3390,FEBO,Fenbo Holdings Limited,technology,consumer-electronics
3391,FEIM,"Frequency Electronics, Inc.",technology,communication-equipment
3392,FELE,"Franklin Electric Co., Inc.",industrials,specialty-industrial-machinery
3393,FEMY,Femasys Inc.,healthcare,medical-instruments-supplies
3394,FENC,Fennec Pharmaceuticals Inc.,healthcare,biotechnology
3395,FER,Ferrovial SE,industrials,infrastructure-operations
3396,FERA,Fifth Era Acquisition Corp I,financial-services,shell-companies
3397,FFAI,Faraday Future Intelligent Electric Inc.,consumer-cyclical,auto-manufacturers
3398,FFBC,First Financial Bancorp.,financial-services,banks-regional
3399,FFIC,Flushing Financial Corporation,financial-services,banks-regional
3400,FFIN,"First Financial Bankshares, Inc.",financial-services,banks-regional
3401,FFIV,"F5, Inc.",technology,software-infrastructure
3402,FGBI,"First Guaranty Bancshares, Inc.",financial-services,banks-regional
3403,FGEN,"FibroGen, Inc.",healthcare,biotechnology
3404,FGF,Fundamental Global Inc.,financial-services,insurance-diversified
3405,FGI,FGI Industries Ltd.,consumer-cyclical,furnishings-fixtures-appliances
3406,FGL,Founder Group Limited,industrials,engineering-construction
3407,FGMC,FG Merger II Corp.,financial-services,shell-companies
3408,FHB,"First Hawaiian, Inc.",financial-services,banks-regional
3409,FHTX,Foghorn Therapeutics Inc.,healthcare,biotechnology
3410,FIBK,"First Interstate BancSystem, Inc.",financial-services,banks-regional
3411,FINW,FinWise Bancorp,financial-services,banks-regional
3412,FIP,FTAI Infrastructure Inc.,industrials,conglomerates
3413,FISI,"Financial Institutions, Inc.",financial-services,banks-regional
3414,FITB,Fifth Third Bancorp,financial-services,banks-regional
3415,FIVE,"Five Below, Inc.",consumer-cyclical,specialty-retail
3416,FIVN,"Five9, Inc.",technology,software-infrastructure
3417,FIZZ,National Beverage Corp.,consumer-defensive,beverages-non-alcoholic
