,symbol,companyName,sectorKey,industryKey
3969,KRON,"Kronos Bio, Inc.",healthcare,biotechnology
3970,KROS,"Keros Therapeutics, Inc.",healthcare,biotechnology
3971,KRRO,"Korro Bio, Inc.",healthcare,biotechnology
3972,KRT,Karat Packaging Inc.,consumer-cyclical,packaging-containers
3973,KRUS,"Kura Sushi USA, Inc.",consumer-cyclical,restaurants
3974,KRYS,"Krystal Biotech, Inc.",healthcare,biotechnology
3975,KSCP,"Knightscope, Inc.",industrials,security-protection-services
3976,KSPI,Joint Stock Company Kaspi.kz,technology,software-infrastructure
3977,KTCC,Key Tronic Corporation,technology,computer-hardware
3978,KTOS,"Kratos Defense & Security Solutions, Inc.",industrials,aerospace-defense
3979,KTTA,Pasithea Therapeutics Corp.,healthcare,biotechnology
3980,KURA,"Kura Oncology, Inc.",healthcare,biotechnology
3981,KVAC,Keen Vision Acquisition Corporation,financial-services,shell-companies
3982,KVHI,"KVH Industries, Inc.",communication-services,telecom-services
3983,KWE,KWESST Micro Systems Inc.,industrials,aerospace-defense
3984,KWM,K Wave Media Ltd.,financial-services,shell-companies
3985,KXIN,Kaixin Holdings,consumer-cyclical,auto-truck-dealerships
3986,KYMR,"Kymera Therapeutics, Inc.",healthcare,biotechnology
3987,KYTX,"Kyverna Therapeutics, Inc.",healthcare,biotechnology
3988,KZIA,Kazia Therapeutics Limited,healthcare,biotechnology
3989,KZR,"Kezar Life Sciences, Inc.",healthcare,biotechnology
3990,LAB,Standard BioTools Inc.,healthcare,medical-devices
3991,LAES,SEALSQ Corp,technology,semiconductors
3992,LAKE,"Lakeland Industries, Inc.",consumer-cyclical,apparel-manufacturing
3993,LAMR,Lamar Advertising Company,real-estate,reit-specialty
3994,LANC,Lancaster Colony Corporation,consumer-defensive,packaged-foods
3995,LAND,Gladstone Land Corporation,real-estate,reit-specialty
3996,LARK,"Landmark Bancorp, Inc.",financial-services,banks-regional
3997,LASE,Laser Photonics Corporation,industrials,specialty-industrial-machinery
3998,LASR,"nLIGHT, Inc.",technology,semiconductors
3999,LAUR,"Laureate Education, Inc.",consumer-defensive,education-training-services
4000,LAZR,"Luminar Technologies, Inc.",consumer-cyclical,auto-parts
4001,LBGJ,Li Bang International Corporation Inc.,industrials,specialty-industrial-machinery
4002,LCFY,Locafy Limited,communication-services,internet-content-information
4003,LCID,"Lucid Group, Inc.",consumer-cyclical,auto-manufacturers
4004,LCNB,LCNB Corp.,financial-services,banks-regional
4005,LCUT,"Lifetime Brands, Inc.",consumer-cyclical,furnishings-fixtures-appliances
4006,LDTC,LeddarTech Holdings Inc.,technology,software-application
4007,LDWY,"Lendway, Inc.",communication-services,advertising-agencies
4008,LE,"Lands' End, Inc.",consumer-cyclical,apparel-retail
4009,LECO,"Lincoln Electric Holdings, Inc.",industrials,tools-accessories
4010,LEDS,SemiLEDs Corporation,technology,semiconductors
4011,LEE,"Lee Enterprises, Incorporated",communication-services,publishing
4012,LEGH,Legacy Housing Corporation,consumer-cyclical,residential-construction
4013,LEGN,Legend Biotech Corporation,healthcare,biotechnology
4014,LENZ,"LENZ Therapeutics, Inc.",healthcare,biotechnology
4015,LESL,"Leslie's, Inc.",consumer-cyclical,specialty-retail
4016,LEXX,Lexaria Bioscience Corp.,healthcare,biotechnology
4017,LFCR,"Lifecore Biomedical, Inc.",healthcare,drug-manufacturers-specialty-generic
4018,LFMD,"LifeMD, Inc.",healthcare,health-information-services
4019,LFST,"LifeStance Health Group, Inc.",healthcare,medical-care-facilities
4020,LFUS,"Littelfuse, Inc.",technology,electronic-components
4021,LFVN,LifeVantage Corporation,consumer-defensive,packaged-foods
4022,LFWD,Lifeward Ltd.,healthcare,medical-devices
4023,LGCB,Linkage Global Inc,consumer-cyclical,internet-retail
4024,LGCL,Lucas GC Limited,technology,software-application
4025,LGHL,Lion Group Holding Ltd.,financial-services,capital-markets
4026,LGIH,"LGI Homes, Inc.",consumer-cyclical,residential-construction
4027,LGMK,"LogicMark, Inc.",healthcare,health-information-services
4028,LGND,Ligand Pharmaceuticals Incorporated,healthcare,biotechnology
4029,LGO,Largo Inc.,basic-materials,other-industrial-metals-mining
4030,LGVN,Longeveron Inc.,healthcare,biotechnology
4031,LHSW,Lianhe Sowell International Group Ltd,technology,software-infrastructure
4032,LI,Li Auto Inc.,consumer-cyclical,auto-manufacturers
4033,LICN,Lichen International Limited,industrials,specialty-business-services
4034,LIDR,"AEye, Inc.",technology,software-infrastructure
4035,LIEN,"Chicago Atlantic BDC, Inc.",financial-services,asset-management
4036,LIF,"Life360, Inc.",technology,software-application
4037,LILA,Liberty Latin America Ltd.,communication-services,telecom-services
4038,LIMN,"Liminatus Pharma, Inc.",healthcare,biotechnology
4039,LIN,Linde plc,basic-materials,specialty-chemicals
4040,LINC,Lincoln Educational Services Corporation,consumer-defensive,education-training-services
4041,LIND,"Lindblad Expeditions Holdings, Inc.",consumer-cyclical,travel-services
4042,LINE,"Lineage, Inc.",real-estate,reit-industrial
4043,LINK,"Interlink Electronics, Inc.",technology,electronic-components
4044,LIPO,Lipella Pharmaceuticals Inc.,healthcare,biotechnology
4045,LIQT,"LiqTech International, Inc.",industrials,pollution-treatment-controls
4046,LITE,Lumentum Holdings Inc.,technology,communication-equipment
4047,LITM,Snow Lake Resources Ltd.,basic-materials,other-industrial-metals-mining
4048,LIVE,Live Ventures Incorporated,consumer-cyclical,home-improvement-retail
4049,LIVN,LivaNova PLC,healthcare,medical-devices
4050,LIXT,"Lixte Biotechnology Holdings, Inc.",healthcare,biotechnology
4051,LKFN,Lakeland Financial Corporation,financial-services,banks-regional
4052,LKQ,LKQ Corporation,consumer-cyclical,auto-parts
4053,LMAT,"LeMaitre Vascular, Inc.",healthcare,medical-instruments-supplies
4054,LMB,"Limbach Holdings, Inc.",industrials,building-products-equipment
4055,LMFA,"LM Funding America, Inc.",financial-services,credit-services
4056,LMNR,Limoneira Company,consumer-defensive,farm-products
4057,LNKB,"LINKBANCORP, Inc.",financial-services,banks-regional
4058,LNKS,Linkers Industries Limited,industrials,electrical-equipment-parts
4059,LNSR,"LENSAR, Inc.",healthcare,medical-devices
4060,LNT,Alliant Energy Corporation,utilities,utilities-regulated-electric
4061,LNTH,"Lantheus Holdings, Inc.",healthcare,drug-manufacturers-specialty-generic
4062,LNW,"Light & Wonder, Inc.",consumer-cyclical,gambling
4063,LNZA,"LanzaTech Global, Inc.",industrials,waste-management
4064,LOAN,"Manhattan Bridge Capital, Inc.",real-estate,reit-mortgage
4065,LOBO,Lobo EV Technologies Ltd.,consumer-cyclical,auto-manufacturers
4066,LOCO,"El Pollo Loco Holdings, Inc.",consumer-cyclical,restaurants
4067,LOGC,ContextLogic Inc.,consumer-cyclical,internet-retail
4068,LOGI,Logitech International S.A.,technology,computer-hardware
4069,LOKV,Live Oak Acquisition Corp. V,financial-services,shell-companies
4070,LOOP,"Loop Industries, Inc.",basic-materials,specialty-chemicals
4071,LOPE,"Grand Canyon Education, Inc.",consumer-defensive,education-training-services
4072,LOT,Lotus Technology Inc.,consumer-cyclical,auto-manufacturers
4073,LOVE,The Lovesac Company,consumer-cyclical,furnishings-fixtures-appliances
4074,LPAA,Launch One Acquisition Corp.,financial-services,shell-companies
4075,LPBB,Launch Two Acquisition Corp.,financial-services,shell-companies
4076,LPCN,Lipocine Inc.,healthcare,biotechnology
4077,LPLA,LPL Financial Holdings Inc.,financial-services,capital-markets
4078,LPRO,Open Lending Corporation,financial-services,credit-services
4079,LPSN,"LivePerson, Inc.",technology,software-application
4080,LPTH,"LightPath Technologies, Inc.",technology,electronic-components
4081,LPTX,"Leap Therapeutics, Inc.",healthcare,biotechnology
4082,LQDA,Liquidia Corporation,healthcare,biotechnology
4083,LQDT,"Liquidity Services, Inc.",consumer-cyclical,internet-retail
4084,LRCX,Lam Research Corporation,technology,semiconductor-equipment-materials
4085,LRE,"Lead Real Estate Co., Ltd",real-estate,real-estate-development
4086,LRFC,Logan Ridge Finance Corporation,financial-services,asset-management
4087,LRHC,La Rosa Holdings Corp.,real-estate,real-estate-services
4088,LRMR,"Larimar Therapeutics, Inc.",healthcare,biotechnology
4089,LSAK,"Lesaka Technologies, Inc.",technology,software-infrastructure
4090,LSB,"LakeShore Biopharma Co., Ltd",healthcare,biotechnology
4091,LSBK,"Lake Shore Bancorp, Inc.",financial-services,banks-regional
4092,LSCC,Lattice Semiconductor Corporation,technology,semiconductors
4093,LSE,"Leishen Energy Holding Co., Ltd.",energy,oil-gas-equipment-services
4094,LSEA,Landsea Homes Corporation,real-estate,real-estate-development
4095,LSH,Lakeside Holding Limited,industrials,integrated-freight-logistics
4096,LSTA,"Lisata Therapeutics, Inc.",healthcare,biotechnology
4097,LSTR,"Landstar System, Inc.",industrials,integrated-freight-logistics
4098,LTBR,Lightbridge Corporation,industrials,electrical-equipment-parts
4099,LTRN,Lantern Pharma Inc.,healthcare,biotechnology
4100,LTRX,"Lantronix, Inc.",technology,communication-equipment
4101,LTRY,Lottery.com Inc.,consumer-cyclical,gambling
4102,LUCD,Lucid Diagnostics Inc.,healthcare,medical-devices
4103,LUCY,"Innovative Eyewear, Inc.",healthcare,medical-instruments-supplies
4104,LULU,lululemon athletica inc.,consumer-cyclical,apparel-retail
4105,LUNG,Pulmonx Corporation,healthcare,medical-devices
4106,LUNR,"Intuitive Machines, Inc.",industrials,aerospace-defense
4107,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",consumer-cyclical,apparel-retail
4108,LVO,"LiveOne, Inc.",communication-services,entertainment
4109,LVRO,Lavoro Limited,basic-materials,agricultural-inputs
4110,LVTX,LAVA Therapeutics N.V.,healthcare,biotechnology
4111,LWAY,"Lifeway Foods, Inc.",consumer-defensive,packaged-foods
4112,LWLG,"Lightwave Logic, Inc.",basic-materials,specialty-chemicals
4113,LX,LexinFintech Holdings Ltd.,financial-services,credit-services
4114,LXEH,"Lixiang Education Holding Co., Ltd.",consumer-defensive,education-training-services
4115,LXEO,"Lexeo Therapeutics, Inc.",healthcare,biotechnology
4116,LXRX,"Lexicon Pharmaceuticals, Inc.",healthcare,biotechnology
4117,LYEL,"Lyell Immunopharma, Inc.",healthcare,biotechnology
4118,LYFT,"Lyft, Inc.",technology,software-application
4119,LYRA,"Lyra Therapeutics, Inc.",healthcare,biotechnology
4120,LYTS,LSI Industries Inc.,technology,electronic-components
4121,LZ,"LegalZoom.com, Inc.",industrials,specialty-business-services
4122,LZMH,LZ Technology Holdings Limited,technology,information-technology-services
4123,MAAS,Highest Performances Holdings Inc.,financial-services,asset-management
4124,MACI,Melar Acquisition Corp. I,financial-services,shell-companies
4125,MAMA,"Mama's Creations, Inc.",consumer-defensive,packaged-foods
4126,MAMO,Massimo Group,consumer-cyclical,recreational-vehicles
4127,MANH,"Manhattan Associates, Inc.",technology,software-application
4128,MAPS,"WM Technology, Inc.",technology,software-application
4129,MAR,"Marriott International, Inc.",consumer-cyclical,lodging
4130,MARA,"MARA Holdings, Inc.",financial-services,capital-markets
4131,MASI,Masimo Corporation,healthcare,medical-devices
4132,MASK,3 E Network Technology Group Limited,technology,software-application
4133,MASS,908 Devices Inc.,healthcare,medical-devices
4134,MAT,"Mattel, Inc.",consumer-cyclical,leisure
4135,MATH,Metalpha Technology Holding Limited,financial-services,capital-markets
4136,MATW,Matthews International Corporation,industrials,conglomerates
4137,MAXN,"Maxeon Solar Technologies, Ltd.",technology,solar
4138,MAYA,Maywood Acquisition Corp.,financial-services,shell-companies
4139,MAYS,"J.W. Mays, Inc.",real-estate,real-estate-services
4140,MAZE,"Maze Therapeutics, Inc.",healthcare,biotechnology
4141,MB,MasterBeef Group,consumer-cyclical,restaurants
4142,MBAV,M3-Brigade Acquisition V Corp.,financial-services,shell-companies
4143,MBBC,"Marathon Bancorp, Inc.",financial-services,banks-regional
4144,MBCN,Middlefield Banc Corp.,financial-services,banks-regional
4145,MBIN,Merchants Bancorp,financial-services,banks-regional
4146,MBIO,"Mustang Bio, Inc.",healthcare,biotechnology
4147,MBLY,Mobileye Global Inc.,consumer-cyclical,auto-parts
4148,MBOT,Microbot Medical Inc.,healthcare,medical-instruments-supplies
4149,MBRX,"Moleculin Biotech, Inc.",healthcare,biotechnology
4150,MBUU,"Malibu Boats, Inc.",consumer-cyclical,recreational-vehicles
4151,MBWM,Mercantile Bank Corporation,financial-services,banks-regional
4152,MBX,"MBX Biosciences, Inc.",healthcare,biotechnology
4153,MCBS,"MetroCity Bankshares, Inc.",financial-services,banks-regional
4154,MCFT,"MasterCraft Boat Holdings, Inc.",consumer-cyclical,recreational-vehicles
4155,MCHP,Microchip Technology Incorporated,technology,semiconductors
4156,MCHX,"Marchex, Inc.",communication-services,advertising-agencies
4157,MCRB,"Seres Therapeutics, Inc.",healthcare,biotechnology
4158,MCRI,"Monarch Casino & Resort, Inc.",consumer-cyclical,resorts-casinos
4159,MCTR,Ctrl Group Limited,communication-services,advertising-agencies
4160,MCVT,"Mill City Ventures III, Ltd.",financial-services,credit-services
4161,MCW,"Mister Car Wash, Inc.",consumer-cyclical,auto-truck-dealerships
4162,MDAI,"Spectral AI, Inc.",healthcare,medical-devices
4163,MDB,"MongoDB, Inc.",technology,software-infrastructure
4164,MDBH,"MDB Capital Holdings, LLC",financial-services,capital-markets
4165,MDCX,Medicus Pharma Ltd.,healthcare,drug-manufacturers-general
4166,MDGL,"Madrigal Pharmaceuticals, Inc.",healthcare,biotechnology
4167,MDIA,MediaCo Holding Inc.,communication-services,broadcasting
4168,MDLZ,"Mondelez International, Inc.",consumer-defensive,confectioners
4169,MDRR,"Medalist Diversified REIT, Inc.",real-estate,reit-diversified
4170,MDWD,MediWound Ltd.,healthcare,biotechnology
4171,MDXG,"MiMedx Group, Inc.",healthcare,biotechnology
4172,MDXH,MDxHealth SA,healthcare,diagnostics-research
4173,MEDP,"Medpace Holdings, Inc.",healthcare,diagnostics-research
4174,MEGL,Magic Empire Global Limited,financial-services,capital-markets
4175,MEIP,"MEI Pharma, Inc.",healthcare,biotechnology
4176,MELI,"MercadoLibre, Inc.",consumer-cyclical,internet-retail
4177,MEOH,Methanex Corporation,basic-materials,chemicals
4178,MERC,Mercer International Inc.,basic-materials,paper-paper-products
4179,MESA,"Mesa Air Group, Inc.",industrials,airlines
4180,MESO,Mesoblast Limited,healthcare,biotechnology
4181,META,"Meta Platforms, Inc.",communication-services,internet-content-information
4182,METC,"Ramaco Resources, Inc.",basic-materials,coking-coal
4183,MFH,Mercurity Fintech Holding Inc.,technology,information-technology-services
4184,MFI,mF International Limited,technology,software-application
4185,MFIC,MidCap Financial Investment Corporation,financial-services,asset-management
4186,MFIN,Medallion Financial Corp.,financial-services,credit-services
4187,MGEE,"MGE Energy, Inc.",utilities,utilities-regulated-electric
4188,MGIC,Magic Software Enterprises Ltd.,technology,information-technology-services
4189,MGIH,Millennium Group International Holdings Limited,consumer-cyclical,packaging-containers
4190,MGNI,"Magnite, Inc.",communication-services,advertising-agencies
4191,MGNX,"MacroGenics, Inc.",healthcare,biotechnology
4192,MGPI,"MGP Ingredients, Inc.",consumer-defensive,beverages-wineries-distilleries
4193,MGRC,McGrath RentCorp,industrials,rental-leasing-services
4194,MGRM,Monogram Technologies Inc.,healthcare,medical-devices
4195,MGRX,"Mangoceuticals, Inc.",healthcare,health-information-services
4196,MGTX,MeiraGTx Holdings plc,healthcare,biotechnology
4197,MGX,"Metagenomi, Inc.",healthcare,biotechnology
4198,MGYR,"Magyar Bancorp, Inc.",financial-services,banks-regional
4199,MHLD,"Maiden Holdings, Ltd.",financial-services,insurance-reinsurance
4200,MHUA,"Meihua International Medical Technologies Co., Ltd.",healthcare,medical-instruments-supplies
4201,MIDD,The Middleby Corporation,industrials,specialty-industrial-machinery
4202,MIGI,Mawson Infrastructure Group Inc.,financial-services,capital-markets
4203,MIMI,Mint Incorporation Limited,industrials,engineering-construction
4204,MIND,"MIND Technology, Inc.",technology,scientific-technical-instruments
4205,MIRA,"MIRA Pharmaceuticals, Inc.",healthcare,drug-manufacturers-general
4206,MIRM,"Mirum Pharmaceuticals, Inc.",healthcare,biotechnology
4207,MIST,Milestone Pharmaceuticals Inc.,healthcare,biotechnology
4208,MITK,"Mitek Systems, Inc.",technology,software-application
4209,MKDW,MKDWELL Tech Inc.,N/A,N/A
4210,MKSI,MKS Inc.,technology,scientific-technical-instruments
4211,MKTW,"MarketWise, Inc.",financial-services,financial-data-stock-exchanges
4212,MKTX,MarketAxess Holdings Inc.,financial-services,capital-markets
4213,MKZR,"MacKenzie Realty Capital, Inc.",real-estate,reit-diversified
4214,MLAB,"Mesa Laboratories, Inc.",technology,scientific-technical-instruments
4215,MLAC,Mountain Lake Acquisition Corp.,N/A,N/A
4216,MLCO,Melco Resorts & Entertainment Limited,consumer-cyclical,resorts-casinos
4217,MLEC,Moolec Science SA,healthcare,biotechnology
4218,MLGO,MicroAlgo Inc.,technology,software-infrastructure
4219,MLKN,"MillerKnoll, Inc.",consumer-cyclical,furnishings-fixtures-appliances
4220,MLTX,MoonLake Immunotherapeutics,healthcare,biotechnology
4221,MLYS,"Mineralys Therapeutics, Inc.",healthcare,biotechnology
4222,MMLP,Martin Midstream Partners L.P.,energy,oil-gas-midstream
4223,MMSI,"Merit Medical Systems, Inc.",healthcare,medical-instruments-supplies
4224,MMYT,MakeMyTrip Limited,consumer-cyclical,travel-services
4225,MNDO,MIND C.T.I. Ltd,technology,software-application
4226,MNDR,Mobile-health Network Solutions,healthcare,health-information-services
4227,MNDY,monday.com Ltd.,technology,software-application
4228,MNKD,MannKind Corporation,healthcare,biotechnology
4229,MNMD,Mind Medicine (MindMed) Inc.,healthcare,biotechnology
4230,MNOV,"MediciNova, Inc.",healthcare,biotechnology
4231,MNPR,Monopar Therapeutics Inc.,healthcare,biotechnology
4232,MNRO,"Monro, Inc.",consumer-cyclical,auto-parts
4233,MNSB,"MainStreet Bancshares, Inc.",financial-services,banks-regional
4234,MNST,Monster Beverage Corporation,consumer-defensive,beverages-non-alcoholic
4235,MNTK,"Montauk Renewables, Inc.",basic-materials,specialty-chemicals
4236,MNTS,Momentus Inc.,industrials,aerospace-defense
4237,MNY,MoneyHero Limited,communication-services,internet-content-information
4238,MOB,Mobilicom Limited,industrials,aerospace-defense
4239,MOBX,"Mobix Labs, Inc.",technology,semiconductors
4240,MODD,"Modular Medical, Inc.",healthcare,medical-devices
4241,MODV,ModivCare Inc.,healthcare,medical-care-facilities
4242,MOFG,"MidWestOne Financial Group, Inc.",financial-services,banks-regional
4243,MOGO,Mogo Inc.,technology,software-infrastructure
4244,MOLN,Molecular Partners AG,healthcare,biotechnology
4245,MOMO,Hello Group Inc.,communication-services,internet-content-information
4246,MORN,"Morningstar, Inc.",financial-services,financial-data-stock-exchanges
4247,MOVE,Movano Inc.,healthcare,medical-devices
4248,MPAA,"Motorcar Parts of America, Inc.",consumer-cyclical,auto-parts
4249,MPB,"Mid Penn Bancorp, Inc.",financial-services,banks-regional
4250,MPWR,"Monolithic Power Systems, Inc.",technology,semiconductors
4251,MQ,"Marqeta, Inc.",technology,software-infrastructure
4252,MRAM,"Everspin Technologies, Inc.",technology,semiconductors
4253,MRBK,Meridian Corporation,financial-services,banks-regional
4254,MRCC,Monroe Capital Corporation,financial-services,asset-management
4255,MRCY,"Mercury Systems, Inc.",industrials,aerospace-defense
4256,MREO,Mereo BioPharma Group plc,healthcare,biotechnology
4257,MRIN,Marin Software Incorporated,technology,software-application
4258,MRKR,"Marker Therapeutics, Inc.",healthcare,biotechnology
4259,MRM,MEDIROM Healthcare Technologies Inc.,consumer-cyclical,personal-services
4260,MRNA,"Moderna, Inc.",healthcare,biotechnology
4261,MRNO,Murano Global Investments Plc,real-estate,real-estate-development
4262,MRSN,"Mersana Therapeutics, Inc.",healthcare,biotechnology
4263,MRTN,"Marten Transport, Ltd.",industrials,trucking
4264,MRUS,Merus N.V.,healthcare,biotechnology
4265,MRVI,"Maravai LifeSciences Holdings, Inc.",healthcare,biotechnology
4266,MRVL,"Marvell Technology, Inc.",technology,semiconductors
4267,MRX,Marex Group plc,financial-services,capital-markets
4268,MSAI,"MultiSensor AI Holdings, Inc.",technology,software-infrastructure
4269,MSBI,"Midland States Bancorp, Inc.",financial-services,banks-regional
4270,MSEX,Middlesex Water Company,utilities,utilities-regulated-water
4271,MSFT,Microsoft Corporation,technology,software-infrastructure
4272,MSGM,Motorsport Games Inc.,communication-services,electronic-gaming-multimedia
4273,MSPR,"MSP Recovery, Inc.",healthcare,health-information-services
4274,MSS,Maison Solutions Inc.,consumer-defensive,grocery-stores
4275,MSTR,Strategy Incorporated,technology,software-application
4276,MSW,Ming Shing Group Holdings Limited,industrials,engineering-construction
4277,MTC,"MMTec, Inc.",technology,software-application
4278,MTCH,"Match Group, Inc.",communication-services,internet-content-information
4279,MTEK,Maris-Tech Ltd.,technology,electronic-components
4280,MTEN,Mingteng International Corporation Inc.,industrials,metal-fabrication
4281,MTEX,"Mannatech, Incorporated",consumer-defensive,food-distribution
4282,MTLS,Materialise NV,technology,software-application
4283,MTRX,Matrix Service Company,industrials,engineering-construction
4284,MTSI,"MACOM Technology Solutions Holdings, Inc.",technology,semiconductors
4285,MTSR,"Metsera, Inc.",healthcare,biotechnology
4286,MTVA,MetaVia Inc.,healthcare,biotechnology
4287,MU,"Micron Technology, Inc.",technology,semiconductors
4288,MULN,"Mullen Automotive, Inc.",consumer-cyclical,auto-manufacturers
4289,MURA,Mural Oncology plc,healthcare,biotechnology
4290,MVBF,MVB Financial Corp.,financial-services,banks-regional
4291,MVIS,"MicroVision, Inc.",technology,scientific-technical-instruments
4292,MVST,"Microvast Holdings, Inc.",consumer-cyclical,auto-parts
4293,MWYN,"Marwynn Holdings, Inc.",consumer-cyclical,furnishings-fixtures-appliances
4294,MXCT,"MaxCyte, Inc.",healthcare,medical-devices
4295,MXL,"MaxLinear, Inc.",technology,semiconductors
4296,MYFW,"First Western Financial, Inc.",financial-services,banks-regional
4297,MYGN,"Myriad Genetics, Inc.",healthcare,diagnostics-research
4298,MYNZ,Mainz Biomed N.V.,healthcare,diagnostics-research
4299,MYPS,"PLAYSTUDIOS, Inc.",communication-services,electronic-gaming-multimedia
4300,MYRG,MYR Group Inc.,industrials,engineering-construction
4301,MYSZ,"My Size, Inc.",technology,software-application
4302,NA,Nano Labs Ltd,technology,semiconductors
4303,NAAS,NaaS Technology Inc.,consumer-cyclical,specialty-retail
4304,NAGE,"Niagen Bioscience, Inc.",healthcare,biotechnology
4305,NAII,"Natural Alternatives International, Inc.",consumer-defensive,packaged-foods
4306,NAMI,Jinxin Technology Holding Company,communication-services,internet-content-information
4307,NAMS,NewAmsterdam Pharma Company N.V.,healthcare,biotechnology
4308,NAOV,"NanoVibronix, Inc.",healthcare,medical-devices
4309,NATH,"Nathan's Famous, Inc.",consumer-cyclical,restaurants
4310,NATR,"Nature's Sunshine Products, Inc.",consumer-defensive,packaged-foods
4311,NAUT,"Nautilus Biotechnology, Inc.",healthcare,biotechnology
4312,NAVI,Navient Corporation,financial-services,credit-services
4313,NB,NioCorp Developments Ltd.,basic-materials,other-industrial-metals-mining
4314,NBBK,"NB Bancorp, Inc.",financial-services,banks-regional
4315,NBIS,Nebius Group N.V.,communication-services,internet-content-information
4316,NBIX,"Neurocrine Biosciences, Inc.",healthcare,drug-manufacturers-specialty-generic
4317,NBN,Northeast Bank,financial-services,banks-regional
4318,NBTB,NBT Bancorp Inc.,financial-services,banks-regional
4319,NBTX,Nanobiotix S.A.,healthcare,biotechnology
4320,NCEW,New Century Logistics (BVI) Limited,industrials,integrated-freight-logistics
4321,NCI,Neo-Concept International Group Holdings Limited,consumer-cyclical,apparel-manufacturing
4322,NCIQ,Hashdex Nasdaq Crypto Index US ETF,N/A,N/A
4323,NCMI,"National CineMedia, Inc.",communication-services,advertising-agencies
4324,NCNA,NuCana plc,healthcare,biotechnology
4325,NCNO,"nCino, Inc.",technology,software-application
4326,NCPL,Netcapital Inc.,financial-services,capital-markets
4327,NCRA,"Nocera, Inc.",consumer-defensive,packaged-foods
4328,NCSM,"NCS Multistage Holdings, Inc.",energy,oil-gas-equipment-services
4329,NCT,Intercont (Cayman) Limited,industrials,marine-shipping
4330,NCTY,The9 Limited,financial-services,capital-markets
4331,NDAQ,"Nasdaq, Inc.",financial-services,financial-data-stock-exchanges
4332,NDLS,Noodles & Company,consumer-cyclical,restaurants
4333,NDRA,ENDRA Life Sciences Inc.,healthcare,diagnostics-research
4334,NDSN,Nordson Corporation,industrials,specialty-industrial-machinery
4335,NECB,"Northeast Community Bancorp, Inc.",financial-services,banks-regional
4336,NEGG,"Newegg Commerce, Inc.",consumer-cyclical,internet-retail
4337,NEHC,"New Era Helium, Inc.",energy,oil-gas-e-p
4338,NEO,"NeoGenomics, Inc.",healthcare,diagnostics-research
4339,NEOG,Neogen Corporation,healthcare,diagnostics-research
4340,NEON,Neonode Inc.,technology,electronic-components
4341,NEOV,NeoVolta Inc.,industrials,electrical-equipment-parts
4342,NEPH,"Nephros, Inc.",healthcare,medical-instruments-supplies
4343,NERV,"Minerva Neurosciences, Inc.",healthcare,biotechnology
4344,NESR,National Energy Services Reunited Corp.,energy,oil-gas-equipment-services
4345,NETD,Nabors Energy Transition Corp. II,financial-services,shell-companies
4346,NEUP,Neuphoria Therapeutics Inc.,healthcare,biotechnology
4347,NEWT,"NewtekOne, Inc.",financial-services,banks-regional
4348,NEXN,Nexxen International Ltd.,communication-services,advertising-agencies
4349,NEXT,NextDecade Corporation,energy,oil-gas-equipment-services
4350,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",financial-services,banks-regional
4351,NFE,New Fortress Energy Inc.,energy,oil-gas-midstream
4352,NFLX,"Netflix, Inc.",communication-services,entertainment
4353,NGNE,Neurogene Inc.,healthcare,biotechnology
4354,NHIC,NewHold Investment Corp III,N/A,N/A
4355,NHTC,Natural Health Trends Corp.,consumer-cyclical,internet-retail
4356,NICE,NICE Ltd.,technology,software-application
4357,NIPG,NIP Group Inc.,communication-services,entertainment
4358,NISN,"Nisun International Enterprise Development Group Co., Ltd",industrials,specialty-business-services
4359,NITO,"N2OFF, Inc.",basic-materials,agricultural-inputs
4360,NIU,Niu Technologies,consumer-cyclical,auto-manufacturers
4361,NIVF,NewGenIvf Group Limited,healthcare,medical-care-facilities
4362,NIXX,"Nixxy, Inc.",industrials,staffing-employment-services
4363,NKSH,"National Bankshares, Inc.",financial-services,banks-regional
4364,NKTR,Nektar Therapeutics,healthcare,biotechnology
4365,NKTX,"Nkarta, Inc.",healthcare,biotechnology
4366,NLSP,NLS Pharmaceutics AG,healthcare,biotechnology
4367,NMFC,New Mountain Finance Corporation,financial-services,asset-management
4368,NMIH,"NMI Holdings, Inc.",financial-services,insurance-specialty
4369,NMRA,"Neumora Therapeutics, Inc.",healthcare,biotechnology
4370,NMRK,"Newmark Group, Inc.",real-estate,real-estate-services
4371,NMTC,NeuroOne Medical Technologies Corporation,healthcare,medical-devices
4372,NN,NextNav Inc.,technology,software-infrastructure
4373,NNBR,"NN, Inc.",industrials,conglomerates
4374,NNDM,Nano Dimension Ltd.,technology,computer-hardware
4375,NNE,NANO Nuclear Energy Inc.,industrials,specialty-industrial-machinery
4376,NNNN,Anbio Biotechnology,healthcare,medical-instruments-supplies
4377,NNOX,Nano-X Imaging Ltd.,healthcare,medical-devices
4378,NODK,"NI Holdings, Inc.",financial-services,insurance-property-casualty
4379,NOEM,CO2 Energy Transition Corp.,financial-services,shell-companies
4380,NOTV,"Inotiv, Inc.",healthcare,diagnostics-research
4381,NOVT,Novanta Inc.,technology,scientific-technical-instruments
4382,NPCE,"NeuroPace, Inc.",healthcare,medical-devices
4383,NRC,National Research Corporation,healthcare,health-information-services
4384,NRDS,"NerdWallet, Inc.",communication-services,internet-content-information
